Start Date,End Date,County,Region,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2023-06-01,2023-06-30,Bergen County,North,NJ,All Residential,670000.0,5.79%,"$659,000.00",-2.37%,369.49,2.73%,$362.71,-1.58%,849,18.25%,683,23.51%,960,0.10%,3,-60.00%,67,-400.00%,103.30%,1.35%,59.48%,7.39%,6.94%,-0.83%,12.59%,-2.96%
2023-06-01,2023-06-30,Bergen County,North,NJ,Condo,349500.0,4.17%,"$659,000.00",-2.37%,358.33,-0.29%,$362.71,-1.58%,172,16.22%,118,18.00%,174,0.58%,3,-70.00%,77,-400.00%,100.81%,1.29%,41.28%,9.52%,7.08%,-1.38%,5.93%,-1.07%
2023-06-01,2023-06-30,Bergen County,North,NJ,Multi-Family (2-4 Unit),782000.0,18.94%,"$659,000.00",-2.37%,318.67,-2.74%,$362.71,-1.58%,57,14.00%,53,17.78%,79,8.22%,3,-50.00%,60,-1600.00%,103.44%,2.60%,70.18%,14.18%,6.32%,-3.21%,5.66%,-14.34%
2023-06-01,2023-06-30,Bergen County,North,NJ,Single Family Residential,702750.0,0.39%,"$659,000.00",-2.37%,378.42,3.35%,$362.71,-1.58%,556,18.30%,463,24.46%,632,-1.86%,2,-50.00%,65,-400.00%,104.44%,1.51%,65.65%,6.29%,6.52%,-0.67%,15.77%,-2.78%
2023-06-01,2023-06-30,Bergen County,North,NJ,Townhouse,799500.0,1.85%,"$659,000.00",-2.37%,352.94,1.54%,$362.71,-1.58%,64,28.00%,49,36.11%,75,8.70%,4,-120.00%,73,-600.00%,99.99%,-1.06%,45.31%,5.31%,10.11%,1.05%,6.12%,3.34%
2023-07-01,2023-07-31,Bergen County,North,NJ,All Residential,651000.0,-2.84%,"$649,000.00",-1.52%,370.27,0.21%,$369.67,1.92%,805,-5.18%,590,-13.62%,785,-18.23%,3,10.00%,68,100.00%,103.08%,-0.22%,59.50%,0.02%,7.59%,0.65%,11.02%,-1.57%
2023-07-01,2023-07-31,Bergen County,North,NJ,Condo,344000.0,-1.57%,"$649,000.00",-1.52%,356.23,-0.59%,$369.67,1.92%,156,-9.30%,110,-6.78%,153,-12.07%,3,10.00%,76,-100.00%,100.68%,-0.13%,42.95%,1.67%,7.85%,0.78%,9.09%,3.16%
2023-07-01,2023-07-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),655000.0,-16.24%,"$649,000.00",-1.52%,319.25,0.18%,$369.67,1.92%,43,-24.56%,28,-47.17%,57,-27.85%,4,130.00%,85,2500.00%,102.98%,-0.46%,53.49%,-16.69%,6.60%,0.28%,25.00%,19.34%
2023-07-01,2023-07-31,Bergen County,North,NJ,Single Family Residential,700000.0,-0.39%,"$649,000.00",-1.52%,380.62,0.58%,$369.67,1.92%,561,0.90%,418,-9.72%,514,-18.67%,2,-20.00%,64,-100.00%,103.94%,-0.50%,65.78%,0.13%,8.09%,1.56%,10.77%,-5.00%
2023-07-01,2023-07-31,Bergen County,North,NJ,Townhouse,760000.0,-4.94%,"$649,000.00",-1.52%,345.37,-2.15%,$369.67,1.92%,45,-29.69%,34,-30.61%,61,-18.67%,6,180.00%,73,0.00%,100.68%,0.69%,44.44%,-0.87%,7.30%,-2.81%,8.82%,2.70%
2023-08-01,2023-08-31,Bergen County,North,NJ,All Residential,694000.0,6.61%,"$649,000.00",0.00%,377.56,1.97%,$367.85,-0.49%,850,5.59%,647,9.66%,692,-11.85%,2,-50.00%,70,200.00%,102.55%,-0.53%,58.35%,-1.15%,8.73%,1.14%,11.28%,0.27%
2023-08-01,2023-08-31,Bergen County,North,NJ,Condo,350000.0,1.74%,"$649,000.00",0.00%,367.55,3.18%,$367.85,-0.49%,164,5.13%,118,7.27%,122,-20.26%,2,-50.00%,76,0.00%,99.90%,-0.78%,36.59%,-6.36%,7.93%,0.08%,9.32%,0.23%
2023-08-01,2023-08-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),708000.0,8.09%,"$649,000.00",0.00%,322.89,1.14%,$367.85,-0.49%,54,25.58%,40,42.86%,68,19.30%,3,-80.00%,72,-1300.00%,104.46%,1.48%,68.52%,15.03%,6.76%,0.16%,10.00%,-15.00%
2023-08-01,2023-08-31,Bergen County,North,NJ,Single Family Residential,767000.0,9.57%,"$649,000.00",0.00%,392.62,3.16%,$367.85,-0.49%,570,1.60%,447,6.94%,439,-14.59%,2,-30.00%,66,200.00%,103.41%,-0.53%,65.09%,-0.69%,10.65%,2.56%,11.63%,0.87%
2023-08-01,2023-08-31,Bergen County,North,NJ,Townhouse,737000.0,-3.03%,"$649,000.00",0.00%,347.28,0.55%,$367.85,-0.49%,63,40.00%,42,23.53%,63,3.28%,4,-210.00%,104,3100.00%,99.99%,-0.69%,44.44%,0.00%,5.14%,-2.16%,14.29%,5.46%
2023-09-01,2023-09-30,Bergen County,North,NJ,All Residential,650000.0,-6.34%,"$650,000.00",0.15%,372.34,-1.38%,$367.93,0.02%,695,-18.24%,507,-21.64%,696,0.58%,3,50.00%,68,-200.00%,102.20%,-0.36%,57.99%,-0.37%,8.44%,-0.29%,10.26%,-1.03%
2023-09-01,2023-09-30,Bergen County,North,NJ,Condo,380000.0,8.57%,"$650,000.00",0.15%,363.7,-1.05%,$367.93,0.02%,118,-28.05%,82,-30.51%,144,18.03%,3,110.00%,75,-100.00%,99.74%,-0.16%,37.29%,0.70%,7.14%,-0.79%,7.32%,-2.00%
2023-09-01,2023-09-30,Bergen County,North,NJ,Multi-Family (2-4 Unit),672500.0,-5.01%,"$650,000.00",0.15%,324.32,0.44%,$367.93,0.02%,52,-3.70%,32,-20.00%,68,0.00%,4,30.00%,96,2400.00%,103.79%,-0.68%,67.31%,-1.21%,5.61%,-1.16%,12.50%,2.50%
2023-09-01,2023-09-30,Bergen County,North,NJ,Single Family Residential,690000.0,-10.04%,"$650,000.00",0.15%,378.48,-3.60%,$367.93,0.02%,455,-20.18%,346,-22.60%,433,-1.37%,2,40.00%,63,-300.00%,102.85%,-0.56%,63.74%,-1.35%,10.09%,-0.56%,10.69%,-0.94%
2023-09-01,2023-09-30,Bergen County,North,NJ,Townhouse,895000.0,21.44%,"$650,000.00",0.15%,376.43,8.39%,$367.93,0.02%,70,11.11%,47,11.90%,51,-19.05%,3,-80.00%,79,-2500.00%,100.88%,0.88%,48.57%,4.13%,6.22%,1.08%,10.64%,-3.65%
2023-10-01,2023-10-31,Bergen County,North,NJ,All Residential,629000.0,-3.23%,"$660,000.00",1.54%,376.34,1.08%,$372.64,1.28%,610,-12.23%,472,-6.90%,702,0.86%,3,30.00%,74,600.00%,102.24%,0.05%,56.39%,-1.59%,11.53%,3.08%,14.19%,3.94%
2023-10-01,2023-10-31,Bergen County,North,NJ,Condo,342500.0,-9.87%,"$660,000.00",1.54%,350.23,-3.70%,$372.64,1.28%,126,6.78%,86,4.88%,135,-6.25%,3,-40.00%,78,300.00%,100.39%,0.64%,38.10%,0.81%,11.31%,4.17%,11.63%,4.31%
2023-10-01,2023-10-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),674500.0,0.30%,"$660,000.00",1.54%,322.13,-0.68%,$372.64,1.28%,56,7.69%,52,62.50%,69,1.47%,3,-40.00%,75,-2100.00%,103.54%,-0.25%,64.29%,-3.02%,6.83%,1.22%,23.08%,10.58%
2023-10-01,2023-10-31,Bergen County,North,NJ,Single Family Residential,685000.0,-0.72%,"$660,000.00",1.54%,389.08,2.80%,$372.64,1.28%,390,-14.29%,305,-11.85%,448,3.46%,3,40.00%,70,700.00%,102.80%,-0.05%,61.54%,-2.20%,12.26%,2.17%,14.43%,3.73%
2023-10-01,2023-10-31,Bergen County,North,NJ,Townhouse,867641.0,-3.06%,"$660,000.00",1.54%,352.17,-6.44%,$372.64,1.28%,39,-44.29%,29,-38.30%,50,-1.96%,5,220.00%,98,1900.00%,100.83%,-0.05%,51.28%,2.71%,12.74%,6.51%,3.45%,-7.19%
2023-11-01,2023-11-30,Bergen County,North,NJ,All Residential,635000.0,0.95%,"$629,999.00",-4.55%,364.78,-3.07%,$371.55,-0.29%,559,-8.36%,422,-10.59%,573,-18.38%,3,20.00%,70,-400.00%,101.75%,-0.49%,52.59%,-3.80%,7.64%,-3.89%,9.48%,-4.72%
2023-11-01,2023-11-30,Bergen County,North,NJ,Condo,357000.0,4.23%,"$629,999.00",-4.55%,358.06,2.24%,$371.55,-0.29%,108,-14.29%,68,-20.93%,113,-16.30%,4,50.00%,74,-400.00%,100.20%,-0.19%,33.33%,-4.76%,6.98%,-4.34%,5.88%,-5.75%
2023-11-01,2023-11-30,Bergen County,North,NJ,Multi-Family (2-4 Unit),680078.5,0.83%,"$629,999.00",-4.55%,343.71,6.70%,$371.55,-0.29%,60,7.14%,41,-21.15%,50,-27.54%,3,-60.00%,80,500.00%,104.59%,1.06%,70.00%,5.71%,9.19%,2.36%,7.32%,-15.76%
2023-11-01,2023-11-30,Bergen County,North,NJ,Single Family Residential,675000.0,-1.46%,"$629,999.00",-4.55%,370.88,-4.68%,$371.55,-0.29%,358,-8.21%,291,-4.59%,362,-19.20%,3,20.00%,68,-200.00%,101.82%,-0.98%,56.42%,-5.11%,7.22%,-5.05%,10.31%,-4.12%
2023-11-01,2023-11-30,Bergen County,North,NJ,Townhouse,735000.0,-15.29%,"$629,999.00",-4.55%,346.81,-1.52%,$371.55,-0.29%,33,-15.38%,22,-24.14%,48,-4.00%,6,100.00%,98,0.00%,100.98%,0.16%,42.42%,-8.86%,11.37%,-1.36%,13.64%,10.19%
2023-12-01,2023-12-31,Bergen County,North,NJ,All Residential,658000.0,3.62%,"$639,000.00",1.43%,373.56,2.41%,$373.44,0.51%,585,4.65%,422,0.00%,310,-45.90%,2,-80.00%,67,-300.00%,101.96%,0.21%,55.56%,2.96%,5.59%,-2.05%,8.29%,-1.18%
2023-12-01,2023-12-31,Bergen County,North,NJ,Condo,315250.0,-11.69%,"$639,000.00",1.43%,357.56,-0.14%,$373.44,0.51%,102,-5.56%,68,0.00%,66,-41.59%,3,-30.00%,82,800.00%,99.28%,-0.92%,38.24%,4.90%,6.95%,-0.02%,5.88%,0.00%
2023-12-01,2023-12-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),726250.0,6.79%,"$639,000.00",1.43%,343.11,-0.17%,$373.44,0.51%,54,-10.00%,43,4.88%,34,-32.00%,2,-20.00%,66,-1400.00%,104.43%,-0.16%,64.81%,-5.19%,3.87%,-5.32%,20.93%,13.61%
2023-12-01,2023-12-31,Bergen County,North,NJ,Single Family Residential,680000.0,0.74%,"$639,000.00",1.43%,384.28,3.61%,$373.44,0.51%,393,9.78%,286,-1.72%,179,-50.55%,2,-90.00%,64,-400.00%,102.42%,0.60%,59.54%,3.12%,6.20%,-1.02%,7.34%,-2.97%
2023-12-01,2023-12-31,Bergen County,North,NJ,Townhouse,850000.0,15.65%,"$639,000.00",1.43%,351.54,1.36%,$373.44,0.51%,36,9.09%,25,13.64%,31,-35.42%,5,-90.00%,65,-3300.00%,100.83%,-0.15%,47.22%,4.80%,3.52%,-7.86%,4.00%,-9.64%
2024-01-01,2024-01-31,Bergen County,North,NJ,All Residential,640000.0,-2.74%,"$675,000.00",5.63%,369.71,-1.03%,$386.90,3.60%,483,-17.44%,329,-22.04%,595,91.94%,3,70.00%,78,1100.00%,102.28%,0.32%,52.80%,-2.76%,5.79%,0.20%,13.37%,5.08%
2024-01-01,2024-01-31,Bergen County,North,NJ,Condo,345000.0,9.44%,"$675,000.00",5.63%,360.87,0.92%,$386.90,3.60%,106,3.92%,65,-4.41%,128,93.94%,3,-20.00%,91,900.00%,101.10%,1.82%,40.57%,2.33%,8.67%,1.72%,12.31%,6.43%
2024-01-01,2024-01-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),680000.0,-6.37%,"$675,000.00",5.63%,334.62,-2.47%,$386.90,3.60%,42,-22.22%,27,-37.21%,54,58.82%,3,90.00%,78,1200.00%,102.68%,-1.75%,57.14%,-7.67%,2.48%,-1.39%,18.52%,-2.41%
2024-01-01,2024-01-31,Bergen County,North,NJ,Single Family Residential,675000.0,-0.74%,"$675,000.00",5.63%,382.55,-0.45%,$386.90,3.60%,295,-24.94%,218,-23.78%,361,101.68%,3,80.00%,73,900.00%,103.03%,0.61%,59.66%,0.12%,5.89%,-0.30%,13.76%,6.42%
2024-01-01,2024-01-31,Bergen County,North,NJ,Townhouse,745000.0,-12.35%,"$675,000.00",5.63%,357.54,1.71%,$386.90,3.60%,40,11.11%,19,-24.00%,52,67.74%,4,-60.00%,95,3000.00%,99.42%,-1.42%,30.00%,-17.22%,4.10%,0.58%,5.26%,1.26%
2024-02-01,2024-02-29,Bergen County,North,NJ,All Residential,660000.0,3.12%,"$689,000.00",2.07%,381.77,3.26%,$388.32,0.37%,413,-14.49%,278,-15.50%,657,10.42%,4,90.00%,80,200.00%,101.15%,-1.13%,48.43%,-4.37%,5.53%,-0.26%,19.78%,6.41%
2024-02-01,2024-02-29,Bergen County,North,NJ,Condo,351250.0,1.81%,"$689,000.00",2.07%,371.78,3.02%,$388.32,0.37%,84,-20.75%,64,-1.54%,147,14.84%,4,140.00%,67,-2400.00%,99.30%,-1.80%,34.52%,-6.04%,7.33%,-1.34%,21.88%,9.57%
2024-02-01,2024-02-29,Bergen County,North,NJ,Multi-Family (2-4 Unit),735000.0,8.09%,"$689,000.00",2.07%,344.56,2.97%,$388.32,0.37%,56,33.33%,25,-7.41%,48,-11.11%,2,-120.00%,83,500.00%,103.02%,0.34%,57.14%,0.00%,6.90%,4.41%,12.00%,-6.52%
2024-02-01,2024-02-29,Bergen County,North,NJ,Single Family Residential,705500.0,4.52%,"$689,000.00",2.07%,394.79,3.20%,$388.32,0.37%,240,-18.64%,168,-22.94%,404,11.91%,4,120.00%,79,600.00%,101.55%,-1.48%,53.75%,-5.91%,4.94%,-0.96%,20.83%,7.07%
2024-02-01,2024-02-29,Bergen County,North,NJ,Townhouse,995000.0,33.56%,"$689,000.00",2.07%,365.75,2.30%,$388.32,0.37%,33,-17.50%,21,10.53%,58,11.54%,6,120.00%,113,1800.00%,99.75%,0.33%,30.30%,0.30%,4.48%,0.38%,14.29%,9.02%
2024-03-01,2024-03-31,Bergen County,North,NJ,All Residential,680000.0,3.03%,"$689,888.00",0.13%,385.23,0.91%,$388.11,-0.05%,498,20.58%,360,29.50%,761,15.83%,4,-40.00%,71,-900.00%,101.99%,0.85%,55.42%,7.00%,4.96%,-0.57%,20.28%,0.49%
2024-03-01,2024-03-31,Bergen County,North,NJ,Condo,342500.0,-2.49%,"$689,888.00",0.13%,359.79,-3.22%,$388.11,-0.05%,100,19.05%,63,-1.56%,176,19.73%,4,-20.00%,86,1900.00%,99.58%,0.28%,36.00%,1.48%,6.24%,-1.10%,19.05%,-2.83%
2024-03-01,2024-03-31,Bergen County,North,NJ,Multi-Family (2-4 Unit),785000.0,6.80%,"$689,888.00",0.13%,368.22,6.87%,$388.11,-0.05%,36,-35.71%,29,16.00%,66,37.50%,4,190.00%,67,-1600.00%,103.51%,0.50%,58.33%,1.19%,3.70%,-3.19%,20.69%,8.69%
2024-03-01,2024-03-31,Bergen County,North,NJ,Single Family Residential,700000.0,-0.78%,"$689,888.00",0.13%,397.73,0.74%,$388.11,-0.05%,305,27.08%,240,42.86%,465,15.10%,3,-60.00%,66,-1300.00%,102.90%,1.34%,62.95%,9.20%,4.69%,-0.25%,21.67%,0.83%
2024-03-01,2024-03-31,Bergen County,North,NJ,Townhouse,800000.0,-19.60%,"$689,888.00",0.13%,362.05,-1.01%,$388.11,-0.05%,57,72.73%,28,33.33%,54,-6.90%,3,-270.00%,108,-500.00%,100.39%,0.64%,47.37%,17.07%,5.13%,0.65%,10.71%,-3.57%
2024-04-01,2024-04-30,Bergen County,North,NJ,All Residential,675000.0,-0.74%,"$705,000.00",2.19%,394.74,2.47%,$399.85,3.02%,534,7.23%,445,23.61%,964,26.68%,4,30.00%,68,-300.00%,103.61%,1.61%,62.92%,7.50%,6.09%,1.13%,15.06%,-5.22%
2024-04-01,2024-04-30,Bergen County,North,NJ,Condo,359500.0,4.96%,"$705,000.00",2.19%,378.79,5.28%,$399.85,3.02%,120,20.00%,92,46.03%,183,3.98%,4,-60.00%,78,-800.00%,101.33%,1.75%,44.17%,8.17%,6.67%,0.43%,11.96%,-7.09%
2024-04-01,2024-04-30,Bergen County,North,NJ,Multi-Family (2-4 Unit),710000.0,-9.55%,"$705,000.00",2.19%,339.88,-7.70%,$399.85,3.02%,40,11.11%,29,0.00%,91,37.88%,5,70.00%,75,800.00%,105.56%,2.05%,77.50%,19.17%,6.76%,3.06%,10.34%,-10.34%
2024-04-01,2024-04-30,Bergen County,North,NJ,Single Family Residential,726700.0,3.81%,"$705,000.00",2.19%,406.87,2.30%,$399.85,3.02%,320,4.92%,283,17.92%,603,29.68%,4,50.00%,62,-400.00%,104.39%,1.50%,69.37%,6.42%,6.09%,1.40%,15.90%,-5.77%
2024-04-01,2024-04-30,Bergen County,North,NJ,Townhouse,972000.0,21.50%,"$705,000.00",2.19%,368.79,1.86%,$399.85,3.02%,54,-5.26%,41,46.43%,87,61.11%,4,60.00%,83,-2500.00%,102.55%,2.16%,55.56%,8.19%,4.65%,-0.48%,19.51%,8.80%
2022-01-01,2022-01-31,Essex County,North,NJ,All Residential,463500.0,-3.08%,"$485,000.00",14.12%,260.38,-3.31%,$258.81,16.04%,582,-20.82%,373,-14.84%,559,42.97%,2,40.00%,45,500.00%,103.41%,-0.44%,59.62%,-3.10%,5.20%,-1.33%,34.05%,11.45%
2022-01-01,2022-01-31,Essex County,North,NJ,Condo,240000.0,0.21%,"$485,000.00",14.12%,275.51,7.30%,$258.81,16.04%,38,-9.52%,35,40.00%,39,69.57%,2,-10.00%,81,800.00%,99.81%,-0.44%,36.84%,-8.40%,6.12%,-2.65%,14.29%,-13.71%
2022-01-01,2022-01-31,Essex County,North,NJ,Multi-Family (2-4 Unit),475000.0,10.47%,"$485,000.00",14.12%,164.24,5.36%,$258.81,16.04%,159,-9.66%,104,-1.89%,182,26.39%,3,40.00%,71,1300.00%,101.99%,0.41%,57.86%,-3.50%,2.87%,-1.82%,25.00%,2.36%
2022-01-01,2022-01-31,Essex County,North,NJ,Single Family Residential,485000.0,-7.62%,"$485,000.00",14.12%,310.3,3.07%,$258.81,16.04%,368,-27.70%,227,-23.57%,330,52.07%,1,50.00%,34,0.00%,104.46%,-0.52%,62.77%,-2.06%,7.50%,-0.22%,41.41%,19.19%
2022-01-01,2022-01-31,Essex County,North,NJ,Townhouse,482500.0,5.35%,"$485,000.00",14.12%,301.14,26.74%,$258.81,16.04%,18,125.00%,7,-30.00%,8,14.29%,1,-180.00%,28,-2300.00%,102.03%,1.58%,61.11%,11.11%,0.00%,0.00%,28.57%,8.57%
2022-02-01,2022-02-28,Essex County,North,NJ,All Residential,460000.0,-0.76%,"$494,444.00",1.95%,259.34,-0.40%,$271.04,4.72%,460,-20.96%,407,9.12%,670,19.86%,3,70.00%,62,1700.00%,103.22%,-0.18%,58.91%,-0.71%,5.46%,0.26%,45.95%,11.90%
2022-02-01,2022-02-28,Essex County,North,NJ,Condo,249900.0,4.12%,"$494,444.00",1.95%,254.64,-7.58%,$271.04,4.72%,23,-39.47%,22,-37.14%,38,-2.56%,4,170.00%,54,-2700.00%,100.70%,0.89%,56.52%,19.68%,7.07%,0.95%,22.73%,8.44%
2022-02-01,2022-02-28,Essex County,North,NJ,Multi-Family (2-4 Unit),475000.0,0.00%,"$494,444.00",1.95%,170.24,3.65%,$271.04,4.72%,139,-12.58%,105,0.96%,169,-7.14%,3,40.00%,77,600.00%,101.16%,-0.83%,56.12%,-1.75%,3.73%,0.86%,23.81%,-1.19%
2022-02-01,2022-02-28,Essex County,North,NJ,Single Family Residential,450000.0,-7.22%,"$494,444.00",1.95%,289.59,-6.68%,$271.04,4.72%,295,-19.84%,274,20.70%,450,36.36%,2,70.00%,57,2300.00%,104.42%,-0.04%,60.68%,-2.09%,6.96%,-0.55%,56.57%,15.16%
2022-02-01,2022-02-28,Essex County,North,NJ,Townhouse,330000.0,-31.61%,"$494,444.00",1.95%,308.7,2.51%,$271.04,4.72%,3,-83.33%,6,-14.29%,13,62.50%,7,670.00%,11,-1700.00%,99.42%,-2.61%,33.33%,-27.78%,8.70%,0.00%,33.33%,4.76%
2022-03-01,2022-03-31,Essex County,North,NJ,All Residential,475000.0,3.26%,"$505,000.00",2.13%,268.84,3.67%,$281.53,3.87%,587,27.61%,583,43.24%,932,39.10%,2,-40.00%,40,-2200.00%,106.16%,2.93%,64.22%,5.31%,6.62%,1.16%,47.00%,1.05%
2022-03-01,2022-03-31,Essex County,North,NJ,Condo,259000.0,3.64%,"$505,000.00",2.13%,230.47,-9.49%,$281.53,3.87%,44,91.30%,22,0.00%,60,57.89%,2,-150.00%,64,1000.00%,102.82%,2.12%,59.09%,2.57%,8.26%,1.19%,27.27%,4.55%
2022-03-01,2022-03-31,Essex County,North,NJ,Multi-Family (2-4 Unit),487500.0,2.63%,"$505,000.00",2.13%,174.3,2.38%,$281.53,3.87%,160,15.11%,105,0.00%,248,46.75%,3,-20.00%,61,-1600.00%,103.44%,2.27%,59.38%,3.26%,4.02%,0.29%,24.76%,0.95%
2022-03-01,2022-03-31,Essex County,North,NJ,Single Family Residential,489000.0,8.67%,"$505,000.00",2.13%,321.51,11.02%,$281.53,3.87%,376,27.46%,451,64.60%,608,35.11%,2,-40.00%,28,-2900.00%,107.69%,3.26%,66.49%,5.81%,8.72%,1.77%,53.22%,-3.35%
2022-03-01,2022-03-31,Essex County,North,NJ,Townhouse,555000.0,68.18%,"$505,000.00",2.13%,268.16,-13.13%,$281.53,3.87%,7,133.33%,5,-16.67%,16,23.08%,4,-310.00%,50,3900.00%,106.58%,7.16%,85.71%,52.38%,9.38%,0.68%,40.00%,6.67%
2022-04-01,2022-04-30,Essex County,North,NJ,All Residential,494000.0,4.00%,"$549,999.00",8.91%,285.71,6.28%,$289.76,2.92%,593,1.02%,601,3.09%,850,-8.80%,2,10.00%,34,-600.00%,106.94%,0.79%,65.43%,1.21%,7.09%,0.47%,39.43%,-7.56%
2022-04-01,2022-04-30,Essex County,North,NJ,Condo,260000.0,0.39%,"$549,999.00",8.91%,258.47,12.15%,$289.76,2.92%,38,-13.64%,50,127.27%,51,-15.00%,3,20.00%,57,-700.00%,102.12%,-0.71%,52.63%,-6.46%,10.62%,2.36%,26.00%,-1.27%
2022-04-01,2022-04-30,Essex County,North,NJ,Multi-Family (2-4 Unit),507500.0,4.10%,"$549,999.00",8.91%,174.56,0.15%,$289.76,2.92%,146,-8.75%,123,17.14%,200,-19.35%,4,40.00%,65,400.00%,102.22%,-1.22%,53.42%,-5.95%,5.91%,1.89%,17.07%,-7.69%
2022-04-01,2022-04-30,Essex County,North,NJ,Single Family Residential,525000.0,7.36%,"$549,999.00",8.91%,331.35,3.06%,$289.76,2.92%,401,6.65%,412,-8.65%,588,-3.29%,2,10.00%,21,-700.00%,109.12%,1.43%,70.82%,4.33%,7.96%,-0.76%,48.06%,-5.16%
2022-04-01,2022-04-30,Essex County,North,NJ,Townhouse,407500.0,-26.58%,"$549,999.00",8.91%,261.84,-2.36%,$289.76,2.92%,8,14.29%,16,220.00%,11,-31.25%,3,-150.00%,65,1500.00%,107.52%,0.94%,75.00%,-10.71%,16.00%,6.62%,31.25%,-8.75%
2022-05-01,2022-05-31,Essex County,North,NJ,All Residential,528500.0,6.98%,"$525,000.00",-4.55%,307.49,7.62%,$291.52,0.61%,667,12.48%,686,14.14%,914,7.53%,2,-10.00%,25,-900.00%,108.59%,1.65%,74.06%,8.63%,8.98%,1.89%,42.42%,2.99%
2022-05-01,2022-05-31,Essex County,North,NJ,Condo,280000.0,7.69%,"$525,000.00",-4.55%,293.76,13.65%,$291.52,0.61%,51,34.21%,48,-4.00%,62,21.57%,2,-60.00%,50,-700.00%,104.34%,2.22%,72.55%,19.92%,6.67%,-3.95%,20.83%,-5.17%
2022-05-01,2022-05-31,Essex County,North,NJ,Multi-Family (2-4 Unit),502500.0,-0.99%,"$525,000.00",-4.55%,173.19,-0.78%,$291.52,0.61%,146,0.00%,118,-4.07%,210,5.00%,4,10.00%,64,-100.00%,102.86%,0.64%,60.27%,6.85%,6.37%,0.46%,23.73%,6.66%
2022-05-01,2022-05-31,Essex County,North,NJ,Single Family Residential,613000.0,16.76%,"$525,000.00",-4.55%,366.69,10.67%,$291.52,0.61%,461,14.96%,513,24.51%,631,7.31%,2,-10.00%,17,-400.00%,110.96%,1.84%,78.74%,7.92%,10.64%,2.68%,48.93%,0.87%
2022-05-01,2022-05-31,Essex County,North,NJ,Townhouse,478000.0,17.30%,"$525,000.00",-4.55%,283.32,8.20%,$291.52,0.61%,9,12.50%,7,-56.25%,11,0.00%,2,-40.00%,16,-4900.00%,104.49%,-3.03%,66.67%,-8.33%,33.33%,17.33%,28.57%,-2.68%
2022-06-01,2022-06-30,Essex County,North,NJ,All Residential,590000.0,11.64%,"$525,000.00",0.00%,331.87,7.93%,$290.92,-0.20%,769,15.29%,656,-4.37%,968,5.91%,2,-20.00%,26,100.00%,109.98%,1.39%,76.20%,2.14%,11.69%,2.71%,31.10%,-11.32%
2022-06-01,2022-06-30,Essex County,North,NJ,Condo,318000.0,13.57%,"$525,000.00",0.00%,265.13,-9.75%,$290.92,-0.20%,30,-41.18%,36,-25.00%,62,0.00%,4,210.00%,35,-1500.00%,104.57%,0.23%,66.67%,-5.88%,11.76%,5.10%,19.44%,-1.39%
2022-06-01,2022-06-30,Essex County,North,NJ,Multi-Family (2-4 Unit),520000.0,3.48%,"$525,000.00",0.00%,197.32,13.94%,$290.92,-0.20%,161,10.27%,134,13.56%,201,-4.29%,3,-50.00%,56,-800.00%,104.55%,1.68%,68.32%,8.05%,5.84%,-0.53%,13.43%,-10.30%
2022-06-01,2022-06-30,Essex County,North,NJ,Single Family Residential,651000.0,6.20%,"$525,000.00",0.00%,371.03,1.19%,$290.92,-0.20%,570,23.64%,477,-7.02%,690,9.35%,1,-20.00%,19,200.00%,111.81%,0.85%,78.77%,0.03%,15.36%,4.72%,37.32%,-11.61%
2022-06-01,2022-06-30,Essex County,North,NJ,Townhouse,450000.0,-5.86%,"$525,000.00",0.00%,274.95,-2.95%,$290.92,-0.20%,8,-11.11%,9,28.57%,15,36.36%,3,70.00%,62,4600.00%,109.32%,4.83%,87.50%,20.83%,25.93%,-7.41%,11.11%,-17.46%
2022-07-01,2022-07-31,Essex County,North,NJ,All Residential,568500.0,-3.64%,"$499,999.00",-4.76%,323.95,-2.39%,$274.62,-5.60%,697,-9.36%,674,2.74%,813,-16.01%,2,30.00%,27,100.00%,108.36%,-1.63%,76.18%,-0.02%,12.90%,1.21%,28.04%,-3.06%
2022-07-01,2022-07-31,Essex County,North,NJ,Condo,275000.0,-13.52%,"$499,999.00",-4.76%,261.6,-1.33%,$274.62,-5.60%,44,46.67%,45,25.00%,43,-30.65%,2,-170.00%,51,1600.00%,105.12%,0.55%,81.82%,15.15%,15.32%,3.56%,20.00%,0.56%
